autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,6658f0a58f1ee667f4264a93,"two small square, big triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,665f3e69f83003c1df913675,five,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,665f3e69f83003c1df913675,big 5 sides,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,665f3e69f83003c1df913675,squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,665f3e69f83003c1df913675,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,665f3e69f83003c1df913675,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,665f3e69f83003c1df913675,green 3,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,665f3e69f83003c1df913675,circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,665f3e69f83003c1df913675,big blue,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,665f3e69f83003c1df913675,large squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,665f3e69f83003c1df913675,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,665f3e69f83003c1df913675,small squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,665f3e69f83003c1df913675,small black,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,665f3e69f83003c1df913675,two circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,665f3e69f83003c1df913675,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,665f3e69f83003c1df913675,stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,665f3e69f83003c1df913675,bigger object,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,665f3e69f83003c1df913675,big stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,665f3e69f83003c1df913675,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,665f3e69f83003c1df913675,five,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,665f3e69f83003c1df913675,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,665f3e69f83003c1df913675,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,665f3e69f83003c1df913675,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,665f3e69f83003c1df913675,triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,665f3e69f83003c1df913675,blue,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6665b6c942b581f199e4820d,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6665b6c942b581f199e4820d,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6665b6c942b581f199e4820d,squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6665b6c942b581f199e4820d,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6665b6c942b581f199e4820d,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6665b6c942b581f199e4820d,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6665b6c942b581f199e4820d,big pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6665b6c942b581f199e4820d,2 big stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6665b6c942b581f199e4820d,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,6665b6c942b581f199e4820d,two green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6665b6c942b581f199e4820d,black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6665b6c942b581f199e4820d,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6665b6c942b581f199e4820d,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6665b6c942b581f199e4820d,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6665b6c942b581f199e4820d,2 pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6665b6c942b581f199e4820d,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6665b6c942b581f199e4820d,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6665b6c942b581f199e4820d,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6665b6c942b581f199e4820d,green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6665b6c942b581f199e4820d,big black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6665b6c942b581f199e4820d,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6665b6c942b581f199e4820d,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6665b6c942b581f199e4820d,big triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6665b6c942b581f199e4820d,small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,666ed73e4b49ad92368677b3,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,666ed73e4b49ad92368677b3,black large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,666ed73e4b49ad92368677b3,small green square,square,yes,type,"two, small, green, square","one, big, pink, star"
No,666ed73e4b49ad92368677b3,pink circles and small star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,666ed73e4b49ad92368677b3,small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,666ed73e4b49ad92368677b3,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,666ed73e4b49ad92368677b3,large pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,666ed73e4b49ad92368677b3,large stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,666ed73e4b49ad92368677b3,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,666ed73e4b49ad92368677b3,large squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,666ed73e4b49ad92368677b3,small black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,666ed73e4b49ad92368677b3,small pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,666ed73e4b49ad92368677b3,small circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,666ed73e4b49ad92368677b3,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,666ed73e4b49ad92368677b3,large stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,666ed73e4b49ad92368677b3,small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,666ed73e4b49ad92368677b3,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,666ed73e4b49ad92368677b3,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,666ed73e4b49ad92368677b3,hexagon,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,666ed73e4b49ad92368677b3,triangles and dark nature,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,666ed73e4b49ad92368677b3,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,666ed73e4b49ad92368677b3,small black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,666ed73e4b49ad92368677b3,large triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,666ed73e4b49ad92368677b3,small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,667ac1e4447127fef5e79a1d,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,667ac1e4447127fef5e79a1d,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,667ac1e4447127fef5e79a1d,square,square,yes,type,"two, small, green, square","one, big, pink, star"
No,667ac1e4447127fef5e79a1d,massive circle,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,667ac1e4447127fef5e79a1d,triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,667ac1e4447127fef5e79a1d,small triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,667ac1e4447127fef5e79a1d,1,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,667ac1e4447127fef5e79a1d,big,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,667ac1e4447127fef5e79a1d,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,667ac1e4447127fef5e79a1d,green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,667ac1e4447127fef5e79a1d,square,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,667ac1e4447127fef5e79a1d,black pentagon,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,667ac1e4447127fef5e79a1d,circle,circle,no,type,"two, small, black, circle","one, big, green, square"
No,667ac1e4447127fef5e79a1d,black star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,667ac1e4447127fef5e79a1d,star,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,667ac1e4447127fef5e79a1d,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,667ac1e4447127fef5e79a1d,star,star,no,type,"two, big, green, star","one, small, pink, circle"
No,667ac1e4447127fef5e79a1d,big triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,667ac1e4447127fef5e79a1d,pentagon,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,667ac1e4447127fef5e79a1d,3,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,667ac1e4447127fef5e79a1d,2,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,667ac1e4447127fef5e79a1d,1,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,667ac1e4447127fef5e79a1d,star,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,667ac1e4447127fef5e79a1d,blue,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,668a79687c15ef8634f1e828,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,668a79687c15ef8634f1e828,large 3,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,668a79687c15ef8634f1e828,squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,668a79687c15ef8634f1e828,large circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,668a79687c15ef8634f1e828,triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,668a79687c15ef8634f1e828,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,668a79687c15ef8634f1e828,pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,668a79687c15ef8634f1e828,large,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,668a79687c15ef8634f1e828,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,668a79687c15ef8634f1e828,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,668a79687c15ef8634f1e828,two black square and pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,668a79687c15ef8634f1e828,small pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,668a79687c15ef8634f1e828,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,668a79687c15ef8634f1e828,two black star and circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,668a79687c15ef8634f1e828,large stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,668a79687c15ef8634f1e828,"small triangles, circle",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,668a79687c15ef8634f1e828,two stars and circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,668a79687c15ef8634f1e828,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,668a79687c15ef8634f1e828,pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,668a79687c15ef8634f1e828,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,668a79687c15ef8634f1e828,small circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,668a79687c15ef8634f1e828,"double black circle, triangle",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,668a79687c15ef8634f1e828,"double triangle, circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,668a79687c15ef8634f1e828,blue and green,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6695278758244f9d6186746e,2 pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6695278758244f9d6186746e,2 large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6695278758244f9d6186746e,2 squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6695278758244f9d6186746e,2 large circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6695278758244f9d6186746e,2 triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6695278758244f9d6186746e,2 green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6695278758244f9d6186746e,2 circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6695278758244f9d6186746e,2 blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6695278758244f9d6186746e,2 squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,6695278758244f9d6186746e,2 large squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6695278758244f9d6186746e,2 squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
